"DB_Class_Key","Symbol_human","GeneID_human","Symbol_mouse","GeneID_mouse"
"48003462","LIPG","9388","Lipg","16891"
"48003463","ANKRD10","55608","Ankrd10","102334"
"48003464","TXNL1","9352","Txnl1","53382"
"48003465","DCAF13","25879","Dcaf13","223499"
"48003466","CTU1","90353","Ctu1","233189"
"48003467","PDIA2","64714","Pdia2","69191"
"48003468","HIF1A","3091","Hif1a","15251"
"48003469","TNPO3","23534","Tnpo3","320938"
"48003470","DUSP4","1846","Dusp4","319520"
"48003471","NUP155","9631","Nup155","170762"
"48003472","FZR1","51343","Fzr1","56371"
"48003473","CDC34","997","Cdc34","216150"
"48003474","CDC34","997","Cdc34b","111266"
"48003475","PPP2R3C","55012","Ppp2r3c","59032"
"48003476","PEMT","10400","Pemt","18618"
"48003477","NELFCD","51497","Nelfcd","57314"
"48003478","MANBA","4126","Manba","110173"
"48003479","SAAL1","113174","Saal1","78935"
"48003480","ATP6V1D","51382","Atp6v1d","73834"
"48003481","ATF3","467","Atf3","11910"
"48003482","REEP3","221035","Reep3","28193"
"48003483","BRPF1","7862","Brpf1","78783"
"48003484","RHBDL2","54933","Rhbdl2","230726"
"48003485","YKT6","10652","Ykt6","56418"
"48003486","NCAPD3","23310","Ncapd3","78658"
"48003487","IRAK4","51135","Irak4","266632"
"48003488","HOMER3","9454","Homer3","26558"
"48003489","UNK","85451","Unk","217331"
"48003490","RBPMS2","348093","Rbpms2","71973"
"48003491","AK6","102157402","Ak6","102216272"
"48003492","PITPNA","5306","Pitpna","18738"
"48003493","RAD18","56852","Rad18","58186"
"48003494","BZW2","28969","Bzw2","66912"
"48003495","DMAP1","55929","Dmap1","66233"
"48003496","CREB1","1385","Creb1","12912"
"48003497","SCN7A","6332","Scn7a","20272"
"48003498","SCN1A","6323","Scn1a","20265"
"48003499","NEK2","4751","Nek2","18005"
"48003500","PPP4R1","9989","Ppp4r1","70351"
"48003501","PLEKHB2","55041","Plekhb2","226971"
"48003502","ACY1","95","Acy1","109652"
"48003503","KRIT1","889","Krit1","79264"
"48003504","AMD1","262","Amd1","11702"
"48003505","AMD1","262","Amd2","100041585"
"48003506","CPNE3","8895","Cpne3","70568"
"48003507","NOL10","79954","Nol10","217431"
"48003508","NELFB","25920","Nelfb","58202"
"48003509","PANX1","24145","Panx1","55991"
"48003510","GAREM1","64762","Garem1","381126"
"48003511","ACADL","33","Acadl","11363"
"48003512","RNF13","11342","Rnf13","24017"
"48003513","USP44","84101","Usp44","327799"
"48003514","KLHDC10","23008","Klhdc10","76788"
"48003515","CHIC2","26511","Chic2","74277"
"48003516","LSM14B","149986","Lsm14b","241846"
"48003517","MYC","4609","Myc","17869"
"48003518","MYC","4609","Bmyc","107771"
"48003519","EXOSC10","5394","Exosc10","50912"
"48003520","MOCS3","27304","Mocs3","69372"
"48003521","WASHC3","51019","Washc3","67282"
"48003522","UMPS","7372","Umps","22247"
"48003523","SNX12","29934","Snx12","55988"
"48003524","B4GALT6","9331","B4galt6","56386"
"48003525","ACTR10","55860","Actr10","56444"
"48003526","SLC25A32","81034","Slc25a32","69906"
"48003527","TPM2","7169","Tpm2","22004"
"48003528","NUDT3","11165","Nudt3","56409"
"48003529","RASL11B","65997","Rasl11b","68939"
"48003530","ERGIC3","51614","Ergic3","66366"
"48003531","TRIM25","7706","Trim25","217069"
"48003532","STK38L","23012","Stk38l","232533"
"48003533","VIL1","7429","Vil1","22349"
"48003534","ZW10","9183","Zw10","26951"
"48003535","SEC14L1","6397","Sec14l1","74136"
"48003536","EPC2","26122","Epc2","227867"
"48003537","VLDLR","7436","Vldlr","22359"
"48003538","CCNB1","891","Ccnb1","268697"
"48003539","SAMM50","25813","Samm50","68653"
"48003540","TMEM38B","55151","Tmem38b","52076"
"48003541","EDEM1","9695","Edem1","192193"
"48003542","SLMAP","7871","Slmap","83997"
"48003543","PSMD1","5707","Psmd1","70247"
"48003544","RPSA","3921","Rpsa","16785"
"48003545","ACAD11","84129","Acad11","102632"
"48003546","PPM1D","8493","Ppm1d","53892"
"48003547","RBM17","84991","Rbm17","76938"
"48003548","SRP54","6729","Srp54b","665155"
"48003549","SRP54","6729","Srp54c","100101806"
"48003550","SRP54","6729","Srp54a","24067"
"48003551","CDC14B","8555","Cdc14b","218294"
"48003551","CDC14C","168448","Cdc14b","218294"
"48003552","CDC5L","988","Cdc5l","71702"
"48003553","CDC5L","988","Cdc5lrt1","102635357"
"48003554","CDC5L","988","Cdc5lrt5","668198"
"48003555","CDC5L","988","Cdc5lrt4","102635473"
"48003556","CDC5L","988","Cdc5lrt8","668209"
"48003557","CDC5L","988","Cdc5lrt9","668213"
"48003558","CDC5L","988","Cdc5lrt10","668216"
"48003559","CDC5L","988","Cdc5lrt6","668203"
"48003560","CDC5L","988","Cdc5lrt7","668205"
"48003561","PHKG2","5261","Phkg2","68961"
"48003562","NCBP3","55421","Ncbp3","66874"
"48003563","BRCA2","675","Brca2","12190"
"48003564","ACAD8","27034","Acad8","66948"
"48003565","RMI1","80010","Rmi1","74386"
"48003566","UPP2","151531","Upp2","76654"
"48003567","SH3GLB2","56904","Sh3glb2","227700"
"48003568","APEX2","27301","Apex2","77622"
"48003569","TUBG1","7283","Tubg1","103733"
"48003570","TUBG2","27175","Tubg2","103768"
"48003571","PTDSS1","9791","Ptdss1","19210"
"48003572","WASHC5","9897","Washc5","223593"
"48003573","CIAO1","9391","Ciao1","26371"
"48003574","YJU2","55702","Yju2","72886"
"48003575","RUNDC3A","10900","Rundc3a","51799"
"48003576","ANKRD12","23253","Ankrd12","106585"
"48003577","HDAC3","8841","Hdac3","15183"
"48003578","SERPINE2","5270","Serpine2","20720"
"48003579","RNF8","9025","Rnf8","58230"
"48003580","JOSD2","126119","Josd2","66124"
"48003581","DCP2","167227","Dcp2","70640"
"48003582","TPM1","7168","Tpm1","22003"
"48003583","RORA","6095","Rora","19883"
"48003584","MIOS","54468","Mios","252875"
"48003585","WWOX","51741","Wwox","80707"
"48003586","SEPSECS","51091","Sepsecs","211006"
"48003587","KIF18B","146909","Kif18b","70218"
"48003588","KIF18A","81930","Kif18a","228421"
"48003589","WDR45B","56270","Wdr45b","66840"
"48003590","OSGIN1","29948","Osgin1","71839"
"48003591","CDC23","8697","Cdc23","52563"
"48003592","PAQR5","54852","Paqr5","74090"
"48003593","HERPUD2","64224","Herpud2","80517"
"48003594","RAB1B","81876","Rab1b","76308"
"48003595","SDHA","6389","Sdha","66945"
"48003596","CCT8","10694","Cct8","12469"
"48003597","PARN","5073","Parn","74108"
"48003598","GDE1","51573","Gde1","56209"
"48003599","PLEKHF2","79666","Plekhf2","71801"
"48003600","RBBP5","5929","Rbbp5","213464"
"48003601","MINPP1","9562","Minpp1","17330"
"48003602","SCPEP1","59342","Scpep1","74617"
"48003603","CHD1L","9557","Chd1l","68058"
"48003604","GAR1","54433","Gar1","68147"
"48003605","DNAJC17","55192","Dnajc17","69408"
"48003606","PITPNB","23760","Pitpnb","56305"
"48003607","CHEK1","1111","Chek1","12649"
"48003608","SF3A2","8175","Sf3a2","20222"
"48003609","NUDC","10726","Nudc","18221"
"48003610","UNG","7374","Ung","22256"
"48003611","PDGFRL","5157","Pdgfrl","68797"
"48003612","POGLUT2","79070","Poglut2","72050"
"48003613","AACS","65985","Aacs","78894"
"48003614","C11orf58","10944","1110004F10Rik","56372"
"48003615","SNTB1","6641","Sntb1","20649"
"48003616","UNC50","25972","Unc50","67387"
"48003617","PDLIM5","10611","Pdlim5","56376"
"48003618","COG6","57511","Cog6","67542"
"48003619","POLM","27434","Polm","54125"
"48003620","EPHX1","2052","Ephx1","13849"
"48003621","HEBP2","23593","Hebp2","56016"
"48003622","EIF4A3","9775","Eif4a3l1","668137"
"48003623","EIF4A3","9775","Eif4a3l2","434080"
"48003624","EIF4A3","9775","Eif4a3","192170"
"48003625","SYAP1","94056","Syap1","67043"
"48003626","LPP","4026","Lpp","210126"
"48003627","MOB1B","92597","Mob1b","68473"
"48003628","GIPC2","54810","Gipc2","54120"
"48003629","MITD1","129531","Mitd1","69028"
"48003630","UVRAG","7405","Uvrag","78610"
"48003631","CD2BP2","10421","Cd2bp2","70233"
"48003632","RPAP3","79657","Rpap3","71919"
"48003633","PEX12","5193","Pex12","103737"
"48003634","SFSWAP","6433","Sfswap","231769"
"48003635","SH2D4A","63898","Sh2d4a","72281"
"48003636","TAB2","23118","Tab2","68652"
"48003637","ERAP1","51752","Erap1","80898"
"48003638","RAD9A","5883","Rad9a","19367"
"48003639","KBTBD4","55709","Kbtbd4","67136"
"48003640","BCS1L","617","Bcs1l","66821"
"48003641","CDC37","11140","Cdc37","12539"
"48003642","PPP6C","5537","Ppp6c","67857"
"48003643","UBAP1","51271","Ubap1","67123"
"48003644","CLEC16A","23274","Clec16a","74374"
"48003645","COX15","1355","Cox15","226139"
"48003646","MDM4","4194","Mdm4","17248"
"48003647","HMGCL","3155","Hmgcl","15356"
"48003648","BRF2","55290","Brf2","66653"
"48003649","RBM28","55131","Rbm28","68272"
"48003650","INIP","58493","Inip","66209"
"48003651","TBCA","6902","Tbca","21371"
"48003652","GPX8","493869","Gpx8","69590"
"48003653","PFKFB2","5208","Pfkfb2","18640"
"48003654","PDCD2L","84306","Pdcd2l","68079"
"48003655","RAD54L","8438","Rad54l","19366"
"48003656","TRIP10","9322","Trip10","106628"
"48003657","TNNI3","7137","Tnni3","21954"
"48003658","TNNI2","7136","Tnni2","21953"
"48003659","SNAPC3","6619","Snapc3","77634"
"48003660","POLR3F","10621","Polr3f","70408"
"48003661","IRS2","8660","Irs2","384783"
"48003662","RNASEH2A","10535","Rnaseh2a","69724"
"48003663","RPA3","6119","Rpa3","68240"
"48003664","SNRNP40","9410","Snrnp40","66585"
"48003665","PEX3","8504","Pex3","56535"
"48003666","PDCD5","9141","Pdcd5","56330"
"48003667","PEX5","5830","Pex5","19305"
"48003668","COPS8","10920","Cops8","108679"
"48003669","ATXN3","4287","Atxn3","110616"
"48003670","PACSIN3","29763","Pacsin3","80708"
"48003671","TCEA2","6919","Tcea2","21400"
"48003672","HPD","3242","Hpd","15445"
"48003673","OTUD6B","51633","Otud6b","72201"
"48003674","OTUD6A","139562","Otud6a","408193"
"48003675","ASZ1","136991","Asz1","74068"
"48003676","DYNLRB1","83658","Dynlrb1","67068"
"48003677","WDR45","11152","Wdr45","54636"
"48003678","POLR3C","10623","Polr3c","74414"
"48003679","NCOR1","9611","Ncor1","20185"
"48003680","NEIL1","79661","Neil1","72774"
"48003681","SARDH","1757","Sardh","192166"
"48003682","ERCC2","2068","Ercc2","13871"
"48003683","XPNPEP1","7511","Xpnpep1","170750"
"48003684","GDF11","10220","Gdf11","14561"
"48003685","RB1","5925","Rb1","19645"
"48003686","MOS","4342","Mos","17451"
"48003687","SLC43A2","124935","Slc43a2","215113"
"48003688","EGFL7","51162","Egfl7","353156"
"48003689","DUSP19","142679","Dusp19","68082"
"48003690","NR1D2","9975","Nr1d2","353187"
"48003691","CTRC","11330","Ctrc","76701"
"48003692","ASIC1","41","Asic1","11419"
"48003693","ASIC3","9311","Asic3","171209"
"48003694","ASIC2","40","Asic2","11418"
"48003695","ASIC4","55515","Asic4","241118"
"48003696","CDH23","64072","Cdh23","22295"
"48003697","IGHV4-28","28400","Ighv3-5","633457"
"48003697","IGHV4-30-2","28398","Ighv3-5","633457"
"48003697","IGHV4-30-4","28397","Ighv3-5","633457"
"48003697","IGHV4-31","28396","Ighv3-5","633457"
"48003697","IGHV4-34","28395","Ighv3-5","633457"
"48003697","IGHV4-38-2","28389","Ighv3-5","633457"
"48003697","IGHV4-39","28394","Ighv3-5","633457"
"48003697","IGHV4-4","28401","Ighv3-5","633457"
"48003697","IGHV4-59","28392","Ighv3-5","633457"
"48003697","IGHV4-61","28391","Ighv3-5","633457"
"48003697","IGHV4OR15-8","28317","Ighv3-5","633457"
"48003698","IGHV4-28","28400","Ighv3-3","668438"
"48003698","IGHV4-31","28396","Ighv3-3","668438"
"48003698","IGHV4-34","28395","Ighv3-3","668438"
"48003698","IGHV4-39","28394","Ighv3-3","668438"
"48003698","IGHV4-4","28401","Ighv3-3","668438"
"48003698","IGHV4-59","28392","Ighv3-3","668438"
"48003698","IGHV4-61","28391","Ighv3-3","668438"
"48003698","IGHV4OR15-8","28317","Ighv3-3","668438"
"48003698","IGHV6-1","28385","Ighv3-3","668438"
"48003699","IGHV4-28","28400","Ighv3-4","629833"
"48003699","IGHV4-30-2","28398","Ighv3-4","629833"
"48003699","IGHV4-31","28396","Ighv3-4","629833"
"48003699","IGHV4-34","28395","Ighv3-4","629833"
"48003699","IGHV4-38-2","28389","Ighv3-4","629833"
"48003699","IGHV4-39","28394","Ighv3-4","629833"
"48003699","IGHV4-4","28401","Ighv3-4","629833"
"48003699","IGHV4-59","28392","Ighv3-4","629833"
"48003699","IGHV4-61","28391","Ighv3-4","629833"
"48003699","IGHV4OR15-8","28317","Ighv3-4","629833"
"48003699","IGHV6-1","28385","Ighv3-4","629833"
"48003700","IGHV2-26","28455","Ighv8-13","100775172"
"48003700","IGHV2-5","28457","Ighv8-13","100775172"
"48003700","IGHV2-70","28454","Ighv8-13","100775172"
"48003700","IGHV2-70D","102723168","Ighv8-13","100775172"
"48003700","IGHV2OR16-5","100129631","Ighv8-13","100775172"
"48003701","IGHV4-28","28400","Ighv3-1","780803"
"48003701","IGHV4-30-2","28398","Ighv3-1","780803"
"48003701","IGHV4-31","28396","Ighv3-1","780803"
"48003701","IGHV4-34","28395","Ighv3-1","780803"
"48003701","IGHV4-38-2","28389","Ighv3-1","780803"
"48003701","IGHV4-39","28394","Ighv3-1","780803"
"48003701","IGHV4-4","28401","Ighv3-1","780803"
"48003701","IGHV4-59","28392","Ighv3-1","780803"
"48003701","IGHV4-61","28391","Ighv3-1","780803"
"48003701","IGHV4OR15-8","28317","Ighv3-1","780803"
"48003701","IGHV6-1","28385","Ighv3-1","780803"
"48003702","IGHV4-28","28400","Ighv3-6","780829"
"48003702","IGHV4-30-2","28398","Ighv3-6","780829"
"48003702","IGHV4-30-4","28397","Ighv3-6","780829"
"48003702","IGHV4-31","28396","Ighv3-6","780829"
"48003702","IGHV4-34","28395","Ighv3-6","780829"
"48003702","IGHV4-38-2","28389","Ighv3-6","780829"
"48003702","IGHV4-39","28394","Ighv3-6","780829"
"48003702","IGHV4-4","28401","Ighv3-6","780829"
"48003702","IGHV4-59","28392","Ighv3-6","780829"
"48003702","IGHV4-61","28391","Ighv3-6","780829"
"48003702","IGHV4OR15-8","28317","Ighv3-6","780829"
"48003702","IGHV6-1","28385","Ighv3-6","780829"
"48003703","IGHV4-28","28400","Ighv12-3","435321"
"48003703","IGHV4-31","28396","Ighv12-3","435321"
"48003703","IGHV4-34","28395","Ighv12-3","435321"
"48003703","IGHV4-39","28394","Ighv12-3","435321"
"48003703","IGHV4-4","28401","Ighv12-3","435321"
"48003703","IGHV4-59","28392","Ighv12-3","435321"
"48003703","IGHV4-61","28391","Ighv12-3","435321"
"48003703","IGHV4OR15-8","28317","Ighv12-3","435321"
"48003703","IGHV6-1","28385","Ighv12-3","435321"
"48003704","IGHV2-26","28455","Ighv8-8","780938"
"48003704","IGHV2-5","28457","Ighv8-8","780938"
"48003704","IGHV2-70","28454","Ighv8-8","780938"
"48003704","IGHV2-70D","102723168","Ighv8-8","780938"
"48003704","IGHV2OR16-5","100129631","Ighv8-8","780938"
"48003705","IGHV1-18","28468","Ighv1-69","619833"
"48003705","IGHV1-2","28474","Ighv1-69","619833"
"48003705","IGHV1-24","28467","Ighv1-69","619833"
"48003705","IGHV1-3","28473","Ighv1-69","619833"
"48003705","IGHV1-38-4","28460","Ighv1-69","619833"
"48003705","IGHV1-45","28466","Ighv1-69","619833"
"48003705","IGHV1-46","28465","Ighv1-69","619833"
"48003705","IGHV1-58","28464","Ighv1-69","619833"
"48003705","IGHV1-69","28461","Ighv1-69","619833"
"48003705","IGHV1-69-2","28458","Ighv1-69","619833"
"48003705","IGHV1-69D","102723169","Ighv1-69","619833"
"48003705","IGHV1OR15-1","388077","Ighv1-69","619833"
"48003705","IGHV1OR15-9","390531","Ighv1-69","619833"
"48003705","IGHV1OR21-1","390530","Ighv1-69","619833"
"48003706","IGHV1-38-4","28460","Ighv1-34","628614"
"48003706","IGHV1-45","28466","Ighv1-34","628614"
"48003707","IGHV1-18","28468","Ighv1-63","780956"
"48003707","IGHV1-2","28474","Ighv1-63","780956"
"48003707","IGHV1-24","28467","Ighv1-63","780956"
"48003707","IGHV1-3","28473","Ighv1-63","780956"
"48003707","IGHV1-38-4","28460","Ighv1-63","780956"
"48003707","IGHV1-46","28465","Ighv1-63","780956"
"48003707","IGHV1-58","28464","Ighv1-63","780956"
"48003707","IGHV1-69","28461","Ighv1-63","780956"
"48003707","IGHV1-69-2","28458","Ighv1-63","780956"
"48003707","IGHV1-69D","102723169","Ighv1-63","780956"
"48003707","IGHV1OR15-1","388077","Ighv1-63","780956"
"48003707","IGHV1OR15-9","390531","Ighv1-63","780956"
"48003707","IGHV1OR21-1","390530","Ighv1-63","780956"
"48003708","IGHV1-18","28468","Ighv1-4","432702"
"48003708","IGHV1-2","28474","Ighv1-4","432702"
"48003708","IGHV1-24","28467","Ighv1-4","432702"
"48003708","IGHV1-3","28473","Ighv1-4","432702"
"48003708","IGHV1-38-4","28460","Ighv1-4","432702"
"48003708","IGHV1-45","28466","Ighv1-4","432702"
"48003708","IGHV1-46","28465","Ighv1-4","432702"
"48003708","IGHV1-58","28464","Ighv1-4","432702"
"48003708","IGHV1-69","28461","Ighv1-4","432702"
"48003708","IGHV1-69-2","28458","Ighv1-4","432702"
"48003708","IGHV1-69D","102723169","Ighv1-4","432702"
"48003708","IGHV1OR15-1","388077","Ighv1-4","432702"
"48003708","IGHV1OR15-9","390531","Ighv1-4","432702"
"48003708","IGHV1OR21-1","390530","Ighv1-4","432702"
"48003709","IGHV1-18","28468","Ighv1-61","674018"
"48003709","IGHV1-2","28474","Ighv1-61","674018"
"48003709","IGHV1-24","28467","Ighv1-61","674018"
"48003709","IGHV1-3","28473","Ighv1-61","674018"
"48003709","IGHV1-38-4","28460","Ighv1-61","674018"
"48003709","IGHV1-45","28466","Ighv1-61","674018"
"48003709","IGHV1-46","28465","Ighv1-61","674018"
"48003709","IGHV1-58","28464","Ighv1-61","674018"
"48003709","IGHV1-69","28461","Ighv1-61","674018"
"48003709","IGHV1-69-2","28458","Ighv1-61","674018"
"48003709","IGHV1-69D","102723169","Ighv1-61","674018"
"48003709","IGHV1OR15-1","388077","Ighv1-61","674018"
"48003709","IGHV1OR15-9","390531","Ighv1-61","674018"
"48003709","IGHV1OR21-1","390530","Ighv1-61","674018"
"48003710","IGHV1-18","28468","Ighv1-66","380824"
"48003710","IGHV1-2","28474","Ighv1-66","380824"
"48003710","IGHV1-24","28467","Ighv1-66","380824"
"48003710","IGHV1-3","28473","Ighv1-66","380824"
"48003710","IGHV1-38-4","28460","Ighv1-66","380824"
"48003710","IGHV1-45","28466","Ighv1-66","380824"
"48003710","IGHV1-46","28465","Ighv1-66","380824"
"48003710","IGHV1-58","28464","Ighv1-66","380824"
"48003710","IGHV1-69","28461","Ighv1-66","380824"
"48003710","IGHV1-69-2","28458","Ighv1-66","380824"
"48003710","IGHV1-69D","102723169","Ighv1-66","380824"
"48003710","IGHV1OR15-1","388077","Ighv1-66","380824"
"48003710","IGHV1OR15-9","390531","Ighv1-66","380824"
"48003710","IGHV1OR21-1","390530","Ighv1-66","380824"
"48003711","IGHV1-18","28468","Ighv1-72","619916"
"48003711","IGHV1-2","28474","Ighv1-72","619916"
"48003711","IGHV1-24","28467","Ighv1-72","619916"
"48003711","IGHV1-3","28473","Ighv1-72","619916"
"48003711","IGHV1-38-4","28460","Ighv1-72","619916"
"48003711","IGHV1-45","28466","Ighv1-72","619916"
"48003711","IGHV1-46","28465","Ighv1-72","619916"
"48003711","IGHV1-58","28464","Ighv1-72","619916"
"48003711","IGHV1-69","28461","Ighv1-72","619916"
"48003711","IGHV1-69-2","28458","Ighv1-72","619916"
"48003711","IGHV1-69D","102723169","Ighv1-72","619916"
"48003711","IGHV1OR15-1","388077","Ighv1-72","619916"
"48003711","IGHV1OR15-9","390531","Ighv1-72","619916"
"48003711","IGHV1OR21-1","390530","Ighv1-72","619916"
"48003712","IGHV1-18","28468","Ighv1-64","380823"
"48003712","IGHV1-2","28474","Ighv1-64","380823"
"48003712","IGHV1-24","28467","Ighv1-64","380823"
"48003712","IGHV1-3","28473","Ighv1-64","380823"
"48003712","IGHV1-38-4","28460","Ighv1-64","380823"
"48003712","IGHV1-45","28466","Ighv1-64","380823"
"48003712","IGHV1-46","28465","Ighv1-64","380823"
"48003712","IGHV1-58","28464","Ighv1-64","380823"
"48003712","IGHV1-69","28461","Ighv1-64","380823"
"48003712","IGHV1-69-2","28458","Ighv1-64","380823"
"48003712","IGHV1-69D","102723169","Ighv1-64","380823"
"48003712","IGHV1-8","28472","Ighv1-64","380823"
"48003712","IGHV1OR15-1","388077","Ighv1-64","380823"
"48003712","IGHV1OR15-9","390531","Ighv1-64","380823"
"48003712","IGHV1OR21-1","390530","Ighv1-64","380823"
"48003713","IGHV1-18","28468","Ighv1-50","780929"
"48003713","IGHV1-2","28474","Ighv1-50","780929"
"48003713","IGHV1-24","28467","Ighv1-50","780929"
"48003713","IGHV1-3","28473","Ighv1-50","780929"
"48003713","IGHV1-38-4","28460","Ighv1-50","780929"
"48003713","IGHV1-45","28466","Ighv1-50","780929"
"48003713","IGHV1-46","28465","Ighv1-50","780929"
"48003713","IGHV1-58","28464","Ighv1-50","780929"
"48003713","IGHV1-69","28461","Ighv1-50","780929"
"48003713","IGHV1-69-2","28458","Ighv1-50","780929"
"48003713","IGHV1-69D","102723169","Ighv1-50","780929"
"48003713","IGHV1OR15-1","388077","Ighv1-50","780929"
"48003713","IGHV1OR15-9","390531","Ighv1-50","780929"
"48003713","IGHV1OR21-1","390530","Ighv1-50","780929"
"48003714","IGHV1-18","28468","Ighv1-74","100775173"
"48003714","IGHV1-2","28474","Ighv1-74","100775173"
"48003714","IGHV1-3","28473","Ighv1-74","100775173"
"48003714","IGHV1-38-4","28460","Ighv1-74","100775173"
"48003714","IGHV1-45","28466","Ighv1-74","100775173"
"48003714","IGHV1-46","28465","Ighv1-74","100775173"
"48003714","IGHV1-58","28464","Ighv1-74","100775173"
"48003714","IGHV1-69","28461","Ighv1-74","100775173"
"48003714","IGHV1-69D","102723169","Ighv1-74","100775173"
"48003714","IGHV1OR15-1","388077","Ighv1-74","100775173"
"48003714","IGHV1OR15-9","390531","Ighv1-74","100775173"
"48003714","IGHV1OR21-1","390530","Ighv1-74","100775173"
"48003715","IGHV1-18","28468","Ighv1-80","668589"
"48003715","IGHV1-2","28474","Ighv1-80","668589"
"48003715","IGHV1-24","28467","Ighv1-80","668589"
"48003715","IGHV1-3","28473","Ighv1-80","668589"
"48003715","IGHV1-38-4","28460","Ighv1-80","668589"
"48003715","IGHV1-45","28466","Ighv1-80","668589"
"48003715","IGHV1-46","28465","Ighv1-80","668589"
"48003715","IGHV1-58","28464","Ighv1-80","668589"
"48003715","IGHV1-69","28461","Ighv1-80","668589"
"48003715","IGHV1-69-2","28458","Ighv1-80","668589"
"48003715","IGHV1-69D","102723169","Ighv1-80","668589"
"48003715","IGHV1OR15-1","388077","Ighv1-80","668589"
"48003715","IGHV1OR15-9","390531","Ighv1-80","668589"
"48003715","IGHV1OR21-1","390530","Ighv1-80","668589"
"48003716","IGHV1-18","28468","Ighv1-53","780931"
"48003716","IGHV1-2","28474","Ighv1-53","780931"
"48003716","IGHV1-24","28467","Ighv1-53","780931"
"48003716","IGHV1-3","28473","Ighv1-53","780931"
"48003716","IGHV1-38-4","28460","Ighv1-53","780931"
"48003716","IGHV1-45","28466","Ighv1-53","780931"
"48003716","IGHV1-46","28465","Ighv1-53","780931"
"48003716","IGHV1-58","28464","Ighv1-53","780931"
"48003716","IGHV1-69","28461","Ighv1-53","780931"
"48003716","IGHV1-69-2","28458","Ighv1-53","780931"
"48003716","IGHV1-69D","102723169","Ighv1-53","780931"
"48003716","IGHV1OR15-1","388077","Ighv1-53","780931"
"48003716","IGHV1OR15-9","390531","Ighv1-53","780931"
"48003716","IGHV1OR21-1","390530","Ighv1-53","780931"
"48003717","IGHV1-18","28468","Ighv1-9","668478"
"48003717","IGHV1-2","28474","Ighv1-9","668478"
"48003717","IGHV1-24","28467","Ighv1-9","668478"
"48003717","IGHV1-3","28473","Ighv1-9","668478"
"48003717","IGHV1-38-4","28460","Ighv1-9","668478"
"48003717","IGHV1-45","28466","Ighv1-9","668478"
"48003717","IGHV1-46","28465","Ighv1-9","668478"
"48003717","IGHV1-58","28464","Ighv1-9","668478"
"48003717","IGHV1-69","28461","Ighv1-9","668478"
"48003717","IGHV1-69-2","28458","Ighv1-9","668478"
"48003717","IGHV1-69D","102723169","Ighv1-9","668478"
"48003717","IGHV1OR15-1","388077","Ighv1-9","668478"
"48003717","IGHV1OR15-9","390531","Ighv1-9","668478"
"48003717","IGHV1OR21-1","390530","Ighv1-9","668478"
"48003718","IGHV1-18","28468","Ighv1-55","780932"
"48003718","IGHV1-2","28474","Ighv1-55","780932"
"48003718","IGHV1-3","28473","Ighv1-55","780932"
"48003718","IGHV1-38-4","28460","Ighv1-55","780932"
"48003718","IGHV1-45","28466","Ighv1-55","780932"
"48003718","IGHV1-46","28465","Ighv1-55","780932"
"48003718","IGHV1-58","28464","Ighv1-55","780932"
"48003718","IGHV1-69","28461","Ighv1-55","780932"
"48003718","IGHV1-69D","102723169","Ighv1-55","780932"
"48003718","IGHV1OR15-1","388077","Ighv1-55","780932"
"48003718","IGHV1OR15-9","390531","Ighv1-55","780932"
"48003718","IGHV1OR21-1","390530","Ighv1-55","780932"
"48003719","IGHV1-24","28467","Ighv14-1","780801"
"48003719","IGHV1-69-2","28458","Ighv14-1","780801"
"48003720","IGHV1-24","28467","Ighv14-2","668421"
"48003720","IGHV1-69-2","28458","Ighv14-2","668421"
"48003721","IGHV1-24","28467","Ighv14-3","238418"
"48003721","IGHV1-69-2","28458","Ighv14-3","238418"
"48003722","IGHV3OR15-7","28318","Ighv7-2","780800"
"48003723","IGHV3-73","28409","Ighv13-2","629842"
"48003724","IGHV3-73","28409","Ighv6-4","628398"
"48003725","IGHV3-73","28409","Ighv6-5","639510"
"48003726","IGHV2-26","28455","Ighv8-12","780960"
"48003726","IGHV2-5","28457","Ighv8-12","780960"
"48003726","IGHV2-70","28454","Ighv8-12","780960"
"48003726","IGHV2-70D","102723168","Ighv8-12","780960"
"48003726","IGHV2OR16-5","100129631","Ighv8-12","780960"
"48003727","IGHV2-26","28455","Ighv8-5","640506"
"48003727","IGHV2-5","28457","Ighv8-5","640506"
"48003727","IGHV2-70","28454","Ighv8-5","640506"
"48003727","IGHV2-70D","102723168","Ighv8-5","640506"
"48003727","IGHV2OR16-5","100129631","Ighv8-5","640506"
"48003728","IGHV4-31","28396","Ighv3-8","780831"
"48003728","IGHV4-34","28395","Ighv3-8","780831"
"48003728","IGHV4-39","28394","Ighv3-8","780831"
"48003728","IGHV4-4","28401","Ighv3-8","780831"
"48003728","IGHV4-59","28392","Ighv3-8","780831"
"48003728","IGHV4-61","28391","Ighv3-8","780831"
"48003728","IGHV4OR15-8","28317","Ighv3-8","780831"
"48003728","IGHV6-1","28385","Ighv3-8","780831"
"48003729","IGHV2-26","28455","Ighv8-11","636462"
"48003729","IGHV2-5","28457","Ighv8-11","636462"
"48003729","IGHV2-70","28454","Ighv8-11","636462"
"48003729","IGHV2-70D","102723168","Ighv8-11","636462"
"48003729","IGHV2OR16-5","100129631","Ighv8-11","636462"
"48003730","IGHV2-26","28455","Ighv8-2","629849"
